,int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
134,0.1249,9.433483922999999,14.4,662,1469.0,1,0,1
9098,0.1158,10.1266311,19.54,727,3210.0,5,0,0
1652,0.1178,11.62621844,7.77,712,3690.041667,2,0,0
5758,0.1357,11.00209984,13.28,682,1710.0,3,1,0
1755,0.1411,11.20775808,15.99,707,3360.041667,0,0,1
3072,0.1126,10.51867319,0.91,742,1559.958333,2,0,0
5973,0.0859,10.99406767,20.32,742,3990.0,0,0,0
5208,0.0859,12.20607265,0.26,797,7050.0,0,0,0
4808,0.1357,11.98292909,9.43,692,5820.0,0,0,0
4642,0.1426,11.77528973,7.5,677,2580.0,3,2,0
2157,0.1316,10.4341158,21.46,717,5490.0,0,0,0
4195,0.1316,10.16585182,17.54,677,2721.958333,0,0,0
1421,0.1051,11.05089001,22.63,717,6660.0,3,0,0
4712,0.07400000000000001,10.23995979,1.89,797,8100.0,0,0,0
8976,0.1411,9.998797732,0.0,727,870.0,3,0,0
7570,0.1533,10.748087199999999,8.87,677,2820.041667,1,0,0
4198,0.16,11.00209984,15.9,747,5700.958333,2,0,0
7480,0.1459,9.574983486,6.33,687,1530.0,0,0,1
501,0.0976,9.998797732,22.25,737,2404.041667,1,0,0
8480,0.1545,10.46310334,13.89,647,2501.0,3,0,0
3809,0.0963,11.31447453,4.71,762,6809.958333,0,1,0
1486,0.14300000000000002,10.52406404,23.27,667,3000.0,1,0,0
684,0.1103,10.75790288,13.48,702,3000.0,0,0,0
7263,0.1273,11.70354582,21.63,712,5580.041667,2,0,0
4796,0.0774,11.29601246,15.69,752,3630.0,3,0,0
178,0.0775,10.858999,9.55,767,12960.04167,0,0,0
1384,0.0768,10.23995979,5.57,777,6095.041667,0,0,0
103,0.0807,11.91839057,5.84,792,5364.958333,0,0,0
1265,0.1317,11.29601246,23.03,702,12450.0,0,2,0
8161,0.1046,10.20359214,19.29,697,482.04166669999995,2,0,0
2402,0.1411,11.22524339,21.01,672,6120.041667,1,1,0
1407,0.1367,11.46163217,17.68,697,3330.0,1,0,0
7166,0.1348,11.09741002,2.71,682,4080.0,0,0,0
7339,0.1496,10.5865844,9.18,682,2520.0,1,1,0
2245,0.1474,11.20536716,7.59,687,4740.0,2,0,0
6145,0.0859,10.16585182,9.45,762,2850.0,0,0,0
4680,0.1218,10.83695,22.88,732,3990.0,1,0,0
5014,0.0894,10.81977828,10.66,757,3301.0,0,0,0
8592,0.1734,10.30895266,28.56,667,2669.958333,5,1,0
3210,0.08,10.59663473,12.39,757,7980.0,0,0,0
9360,0.1565,10.08580911,10.35,662,2019.0416670000002,4,0,1
4946,0.1461,10.66886237,20.23,702,4440.0,2,0,0
2830,0.1253,11.00209984,8.56,727,6599.958333,0,0,0
8320,0.1197,11.26446411,6.39,682,390.0,3,0,0
502,0.0832,10.98529272,7.08,767,13319.04167,0,0,0
5104,0.1114,11.26446411,17.2,772,3000.0,1,0,1
4322,0.0894,11.08214255,12.24,742,11190.95833,4,0,1
5367,0.1635,11.40756495,17.43,677,4410.0,0,0,0
2039,0.1442,10.448714599999999,7.58,687,1320.041667,1,0,0
7052,0.1531,12.22587527,7.21,697,5101.0,0,0,0
6447,0.16699999999999998,10.24281286,13.16,747,1140.0,2,0,1
5687,0.0894,10.87804719,24.34,732,4290.0,2,0,0
544,0.1166,10.49127422,5.17,692,4440.0,2,1,1
2729,0.1284,11.38495936,1.95,787,2730.0,1,0,0
2917,0.1411,10.66886237,13.62,702,3449.958333,1,0,0
7161,0.1496,11.04132055,18.5,702,2760.041667,2,0,0
8470,0.1418,10.66895539,10.38,647,4409.958333,1,0,0
8750,0.157,10.30895266,24.12,662,1770.0,4,0,0
1404,0.1241,11.03488966,22.43,682,8669.958333,2,2,0
5382,0.1114,11.59910316,8.69,752,3899.958333,1,0,0
2359,0.1379,11.16863071,24.91,692,8850.0,0,1,0
7625,0.0988,11.00209984,9.8,757,6120.041667,1,0,0
6879,0.1253,10.83958091,23.93,722,2070.041667,0,0,1
7872,0.1312,9.210340372000001,10.68,652,390.0,6,0,0
7314,0.1062,10.96876709,7.42,762,2280.0,1,0,0
5944,0.16699999999999998,10.16585182,19.52,697,1650.041667,0,0,1
4994,0.1253,10.23995979,15.21,677,2700.0,2,0,0
5626,0.1148,10.81977828,12.03,712,4170.0,1,0,0
9364,0.1774,9.546812609,9.51,692,1530.041667,4,0,0
687,0.1229,11.08214255,13.5,692,2370.041667,1,0,1
4448,0.1426,10.81977828,14.54,672,3179.958333,2,0,0
6840,0.1148,11.00209984,18.98,712,4085.0,1,0,1
713,0.1355,11.15625052,17.07,667,7565.041667,0,0,0
1811,0.1114,10.858999,19.06,762,10710.0,5,0,0
9163,0.1505,10.57131693,18.98,677,2940.0,7,1,0
682,0.1261,10.81977828,3.89,667,5970.041667,0,0,0
6291,0.1496,9.574983486,11.0,697,1230.041667,0,0,1
7431,0.0751,11.08214255,20.05,757,2910.0,3,0,0
3987,0.1316,10.91501573,7.62,682,2669.958333,0,0,0
6595,0.1253,11.08214255,3.54,707,4890.041667,1,0,0
6859,0.1357,10.42633028,15.26,687,3690.0,0,0,0
2888,0.1442,10.30895266,11.08,697,1199.958333,2,0,0
6977,0.1062,10.81977828,13.25,722,11181.04167,1,0,0
3576,0.1316,11.17043516,7.42,682,3839.958333,1,0,0
888,0.1355,11.90496755,10.14,662,4620.0,1,1,0
7159,0.1273,11.02516511,19.64,692,3030.041667,0,0,0
9158,0.1253,11.42954386,18.43,727,3180.0,4,0,0
9152,0.1411,11.56171563,13.97,687,4139.958333,4,0,0
3659,0.0963,10.87237073,21.81,727,2460.0,1,0,0
9563,0.1099,11.22524339,17.84,727,6840.041667,4,0,1
5216,0.0894,10.77895629,12.38,767,1830.0,0,0,0
8128,0.0983,9.729134165,7.07,702,780.0,6,0,0
3237,0.0932,9.740968622999999,18.28,737,2430.0,2,0,0
1276,0.0832,10.34174248,8.5,742,1860.0,0,0,0
4577,0.1218,11.28978191,24.88,712,5070.0,0,0,0
7468,0.0751,10.62132735,16.8,747,6750.041667,1,0,0
3960,0.1126,11.40756495,12.15,757,3779.958333,0,0,0
3329,0.1158,10.46310334,14.47,702,2160.0,0,0,0
3523,0.1632,10.51867319,13.07,662,1501.0,0,0,0
4098,0.1148,10.23981692,16.33,727,3619.0,1,0,1
1527,0.1114,11.91839057,2.5,722,7710.041667,0,2,0
6952,0.0774,10.23995979,20.23,747,3990.0,4,0,0
3402,0.1221,10.77895629,18.35,707,3065.958333,0,0,0
6931,0.1357,10.96127785,17.5,687,3450.041667,1,0,1
1045,0.0737,10.46321762,7.1,782,4860.958333,0,0,0
5302,0.1148,10.62619354,0.79,722,8999.958333,1,0,0
8656,0.1418,10.46321762,2.37,647,3630.0,2,0,0
1401,0.0768,11.184421400000002,16.9,767,6419.958333,0,0,0
4431,0.16,10.66886237,15.57,667,4051.0,2,0,0
3401,0.1379,10.87812266,9.51,662,4949.958333,3,0,0
33,0.0807,11.60823564,11.33,762,6059.958333,0,0,0
3646,0.1158,12.61153775,6.93,762,10679.95833,1,0,0
1650,0.1083,10.71441777,18.83,722,3660.0,3,0,0
3700,0.1316,11.38509209,8.71,697,4199.958333,0,1,0
7555,0.1099,11.13225053,12.13,737,5400.041667,0,0,0
765,0.08,9.60238246,5.48,747,2249.958333,3,0,0
2860,0.1663,10.16585182,4.62,687,1229.958333,1,0,1
4973,0.1531,10.66895539,0.28,677,3390.0,0,0,0
2300,0.0963,10.94552949,16.78,722,2700.041667,1,0,0
4333,0.0859,11.03495418,11.11,802,6930.0,2,0,0
7031,0.0788,10.94316338,21.49,722,3896.041667,1,0,0
2989,0.1253,11.40756495,20.4,762,12209.95833,1,0,0
9314,0.1947,10.74073508,4.6,752,5069.958333,9,0,0
4630,0.0894,10.71308355,16.72,737,3720.0,0,0,0
3741,0.0963,11.22524339,9.12,747,2759.958333,2,0,0
8972,0.1568,10.81977828,5.64,742,4350.0,9,0,0
7387,0.0714,11.08214255,16.82,777,3750.0,0,0,0
1270,0.1128,10.08580911,12.45,717,6119.958333,0,1,1
6209,0.1183,11.23848862,3.44,707,3330.041667,0,0,0
1192,0.1191,10.562741800000001,7.98,672,5729.958333,0,0,0
9059,0.1505,10.12647109,5.95,692,2279.958333,4,0,0
4365,0.1461,10.30895266,11.36,672,2429.958333,1,2,0
1478,0.1083,11.26446411,11.52,717,4319.958333,1,0,1
1376,0.1178,10.73116563,15.21,707,5039.958333,0,0,0
2086,0.1189,11.15625052,11.23,747,4440.958333,0,1,0
7171,0.1533,11.77528973,16.35,697,5700.041667,2,0,0
2574,0.0932,11.095398300000001,19.15,747,3749.958333,2,0,0
3792,0.1189,10.89673933,12.91,692,4290.0,1,1,0
3900,0.1379,11.69524702,9.74,672,5521.0,2,0,0
1907,0.0963,10.59653473,9.18,727,4980.041667,3,1,0
1501,0.1146,11.42954386,8.28,692,6030.041667,2,0,0
6816,0.0894,10.1266311,16.56,727,2250.0,1,0,0
9225,0.1253,11.03488966,6.89,732,5430.0,4,0,0
4828,0.1392,11.14186178,14.99,742,8279.958333,7,0,1
508,0.08,10.04324949,12.05,742,1259.041667,4,0,0
4153,0.1287,10.57131693,4.65,692,4080.0,1,0,0
7912,0.0964,9.998797732,18.55,722,540.0,2,0,0
1380,0.1493,11.98292909,10.73,682,1799.9583329999998,0,0,0
860,0.1166,11.00209984,19.22,687,4530.0,1,0,0
8329,0.145,10.56607243,22.05,657,3269.0,3,0,0
7686,0.0988,10.83368119,22.91,717,3690.0,1,0,0
8722,0.1349,9.798127037,4.67,652,869.9583332999998,1,0,1
4671,0.0859,10.40426284,16.36,752,3360.0,0,0,0
5076,0.1218,11.60823564,5.78,722,7229.958333,0,0,0
6742,0.1496,11.02755639,20.16,702,3690.0,3,0,0
8487,0.1545,11.01501607,15.1,642,2669.958333,3,0,0
9561,0.0788,10.99909533,10.17,722,4410.0,4,0,0
1473,0.1146,10.26102213,7.22,702,1650.0,2,1,0
8726,0.1261,10.66895539,11.72,667,1020.0,0,0,0
5727,0.16699999999999998,10.26813067,7.54,677,1230.041667,2,0,1
4189,0.0859,11.19821472,6.87,767,3509.958333,0,0,0
9480,0.1531,10.95619516,24.39,667,4110.041667,4,0,0
5669,0.1322,11.39639165,5.66,732,5160.041667,3,0,0
9487,0.1357,12.20607265,14.3,722,5371.041667,0,0,1
8761,0.157,10.87039535,21.38,652,4650.0,1,0,0
5924,0.1114,11.15625052,13.37,722,3630.0,0,0,0
7556,0.1273,11.1983243,18.85,707,6120.041667,0,0,0
5473,0.0894,11.21182037,13.28,717,4980.958333,1,0,0
8716,0.1482,10.77895629,19.4,652,4619.958333,3,1,1
5764,0.0894,11.00209984,24.12,757,5370.0,0,0,0
3260,0.1158,10.77895629,0.38,747,3510.0,3,0,0
125,0.1312,10.59663473,20.67,692,5250.0,3,1,0
8124,0.133,10.70324447,20.14,677,5100.0,6,0,1
9504,0.1461,12.388394199999999,13.86,697,4470.041667,1,0,1
1286,0.1633,10.91508846,26.05,672,5430.0,2,0,0
6530,0.1287,10.91508846,4.43,687,5370.041667,1,1,0
3549,0.1221,11.00209984,19.23,702,3240.0,1,0,0
6119,0.1357,11.00209984,20.6,667,9840.0,1,0,0
2821,0.1316,10.30895266,10.44,682,8220.0,2,1,0
3304,0.1379,11.19670673,17.43,682,3839.958333,2,0,0
5680,0.1426,11.44035477,4.27,677,5070.0,3,0,0
1965,0.1284,10.30815234,21.18,682,4109.958333,3,0,0
5682,0.0894,11.58058411,10.65,727,3330.041667,0,0,0
887,0.1166,10.91348718,16.91,712,4859.958333,0,0,1
3545,0.0963,11.48246626,18.68,752,12810.0,1,0,0
3653,0.08,9.68009397,12.6,762,6032.958333,1,0,0
8732,0.1854,11.00209984,28.41,657,1740.0,0,0,0
1949,0.0963,11.15625052,12.19,772,4080.0,1,0,1
1294,0.1033,10.30895266,5.52,712,1649.958333,1,0,0
641,0.0945,10.70324447,0.81,797,3450.041667,1,0,0
4841,0.1947,11.91839057,0.98,667,6419.958333,0,0,0
3192,0.0932,10.59663473,5.37,767,4290.0,0,0,0
1674,0.1525,11.91839057,6.82,682,4980.041667,0,0,0
8739,0.1412,10.83958091,9.01,657,5219.958333,4,3,1
5829,0.1148,11.42081018,3.54,712,5130.0,1,0,0
6420,0.1426,10.26813067,19.13,662,5220.041667,0,0,1
6519,0.1183,11.44035477,10.89,757,9540.0,0,0,0
291,0.0807,11.03488966,14.07,792,7867.041667,0,0,0
6755,0.1183,10.37972173,22.25,722,4020.0,0,0,0
3583,0.1379,10.51867319,18.16,682,6659.958333,0,0,0
3820,0.1316,10.80242865,0.56,717,1259.958333,2,0,0
8175,0.1615,10.93310697,24.36,652,7379.0,3,0,1
1544,0.1904,11.71993963,5.84,662,6210.0,1,1,1
3004,0.1347,11.08214255,13.75,722,7140.0,1,0,0
2376,0.1347,10.71441777,21.68,687,2730.041667,0,0,0
8862,0.14300000000000002,10.38899537,19.5,687,840.0416667000002,2,0,1
5858,0.1218,10.75790288,16.67,752,3540.0,4,0,0
6340,0.1218,11.26446411,19.88,702,3750.041667,0,0,0
4955,0.1531,10.81985828,5.59,667,1830.0,1,0,0
3012,0.0963,10.6666271,10.49,777,6329.958333,0,0,0
448,0.1204,12.21602298,17.08,682,5820.0,3,0,0
6965,0.1385,12.10071213,21.03,677,4680.041667,1,0,0
5861,0.1461,10.40329267,16.74,667,2280.041667,2,0,0
358,0.1204,10.75790288,17.95,677,2609.0,0,0,0
8908,0.1505,10.71441777,9.52,697,1057.0,2,0,0
6578,0.0894,10.59663473,12.42,767,4478.041667,1,0,0
1791,0.1095,11.14186178,7.1,732,3180.0,1,0,0
1930,0.1316,10.4341158,19.55,682,2490.0,0,0,0
6092,0.1025,11.184421400000002,4.93,752,5909.0,1,0,0
1219,0.09699999999999999,11.58988651,9.77,732,5580.0,1,0,0
8294,0.0945,11.08214255,0.92,712,3240.0,5,0,0
7953,0.1407,12.04355372,20.2,687,5774.0,4,0,0
6171,0.1322,10.81977828,7.44,692,2070.0,2,0,0
1754,0.1284,11.53272809,20.21,727,9210.041667,2,0,1
914,0.1197,11.26446411,13.0,682,2999.958333,0,0,0
4803,0.1218,11.251456800000001,5.3,692,5729.958333,1,1,0
5320,0.1148,9.287301413,6.44,797,8939.958333,5,0,1
1327,0.1128,10.51325312,4.83,687,5220.0,0,0,0
2588,0.1379,10.75790288,23.69,692,4590.0,0,1,0
3235,0.0963,10.99036458,9.59,717,2969.958333,1,2,0
373,0.1204,10.71441777,21.33,697,4710.0,1,0,0
3742,0.1158,11.21182037,4.3,717,8460.0,1,1,0
2003,0.0963,10.57131693,11.57,812,4650.041667,1,0,0
6639,0.1385,11.184421400000002,12.83,682,6210.0,0,0,0
5731,0.1287,10.71441777,17.89,697,2970.041667,0,0,0
889,0.1008,11.46163217,3.36,757,4170.0,0,0,0
7594,0.1099,11.184421400000002,10.75,722,7140.041667,0,0,0
2489,0.1379,10.79973883,11.7,687,4139.958333,2,0,0
8091,0.1691,10.37349118,27.15,652,3450.041667,0,0,0
6372,0.1322,10.81977828,3.26,687,1500.0,1,0,1
7996,0.1059,10.83958091,0.54,687,397.0416667,4,0,0
5469,0.1287,11.04132055,13.63,712,2340.0,1,0,0
9474,0.1913,9.980448594,5.33,672,1890.0,9,0,0
3867,0.1253,10.62132735,11.24,682,1890.0,0,1,0
9005,0.1568,11.87756858,1.26,692,4956.0,7,2,0
1989,0.1126,11.03650127,3.61,722,3690.0,0,0,0
6122,0.1635,11.15625052,3.05,662,3420.041667,0,0,0
3225,0.1126,10.59653473,23.52,717,3359.958333,2,0,1
4743,0.1392,11.36214909,22.55,677,2940.0,2,0,0
3606,0.1442,10.54534144,4.61,662,5490.0,1,0,0
1837,0.1253,10.69203582,20.75,677,4080.041667,0,0,1
1089,0.08,9.942708266,10.04,767,3449.958333,0,0,0
3569,0.1284,10.73630972,12.58,732,5910.0,1,0,0
5404,0.0894,11.12726298,17.81,752,9300.0,1,0,0
6752,0.16,10.645424900000002,22.31,697,3006.041667,0,0,0
5831,0.1392,10.30895266,19.08,667,3300.041667,3,0,0
762,0.1103,11.12726298,12.72,687,9119.958333,1,0,1
7937,0.1438,10.98529272,23.86,677,7258.958333,4,0,1
2026,0.0963,11.24895992,0.0,782,4050.0,4,0,0
4637,0.0894,11.77528973,0.05,802,6809.958333,0,0,0
1564,0.1146,11.00209984,18.42,682,4470.041667,0,1,0
3218,0.1316,11.12732181,7.01,697,4650.0,1,0,0
2983,0.08,11.81303006,6.82,792,4710.0,2,0,0
5395,0.1426,10.81977828,24.43,667,4229.958333,0,1,0
2933,0.0768,12.20609265,5.61,712,3840.0,3,0,0
8059,0.1438,11.30958454,19.49,657,2340.041667,14,0,1
4032,0.1537,11.08214255,4.23,677,3869.958333,1,1,0
1132,0.1039,10.645424900000002,3.26,702,1443.0,1,0,1
3385,0.1095,10.51867319,9.76,717,2160.0,0,0,0
5674,0.1496,11.62625415,19.09,707,4860.041667,0,0,0
750,0.1039,11.51292546,7.25,737,3780.0,2,1,0
4645,0.0859,10.30895266,1.8,792,7889.958333,0,0,0
2949,0.1221,10.858999,19.32,737,3991.0,0,0,0
9071,0.0768,10.73630972,23.64,712,3240.0,3,0,1
7645,0.1311,10.71441777,22.91,692,2910.0,3,0,0
4087,0.1379,10.4341158,21.18,672,4229.958333,2,0,1
9550,0.1459,10.08580911,1.15,732,1230.041667,5,0,0
3309,0.1284,10.71441777,22.51,697,3540.0,1,0,0
4413,0.1531,10.22557105,3.78,667,3300.0,1,0,0
7066,0.0774,9.392661928999999,14.9,757,5438.0,0,0,0
6159,0.1322,11.12726298,14.33,707,3660.0,0,0,0
7746,0.0838,8.779557456000001,6.46,722,1230.041667,2,0,1
1608,0.0938,11.71177632,14.72,727,3900.0,2,0,0
7034,0.1287,10.30253209,22.42,692,6990.0,0,0,1
8496,0.1387,11.28978191,11.1,657,8069.958333,0,0,0
2969,0.1379,10.49127422,12.3,732,8130.958333,1,0,1
6292,0.0894,10.645424900000002,7.71,727,5280.041667,0,0,0
6505,0.1253,11.6351431,6.9,727,7110.041667,2,1,0
4489,0.0894,11.00209984,15.86,792,8100.0,0,0,0
7328,0.1311,10.46310334,13.71,692,5910.0,2,0,0
9237,0.1392,11.46163217,24.97,712,4050.0,0,0,0
6288,0.1322,10.30895266,5.28,772,11040.04167,1,0,0
5234,0.1183,12.37073927,2.51,802,5190.0,1,0,1
8146,0.152,10.49127422,18.53,642,3270.0,4,1,1
7433,0.1062,11.3736634,14.95,732,5430.0,2,0,0
7559,0.1311,10.30895266,9.8,697,1264.041667,0,0,0
7238,0.0788,11.81303006,14.09,752,10050.04167,1,0,0
980,0.1418,11.40756495,20.77,672,2626.958333,0,0,0
1349,0.1412,10.08580911,9.3,662,1470.0,0,0,0
4043,0.1253,10.1266311,18.72,687,1979.9583329999998,0,0,0
6237,0.1322,10.77230925,12.33,732,3900.0,1,0,1
7635,0.1062,10.87804719,13.86,722,9150.0,2,0,0
3112,0.1284,10.59653473,8.52,707,3150.0,1,0,0
9108,0.1442,10.95080655,15.07,672,4771.0,5,0,1
3211,0.1635,11.31447453,8.97,662,6329.958333,3,0,0
883,0.145,11.22524339,22.74,682,5969.958333,0,0,0
4691,0.0894,10.645424900000002,22.11,747,3360.0,3,0,0
3147,0.1221,9.798127037,9.27,727,7560.0,1,0,0
7674,0.1422,9.862665558,10.81,697,2100.041667,3,0,1
941,0.1134,10.23995979,23.14,752,2400.0,1,0,1
4033,0.1114,11.2697195,9.5,762,7721.0,3,0,1
5982,0.0859,11.00209984,22.08,772,6060.041667,5,0,0
44,0.1122,10.30895266,18.64,702,5190.0,0,0,0
3181,0.0768,11.69524702,7.03,782,5707.0,0,0,0
5366,0.1253,11.47210347,21.43,692,4740.0,1,0,0
4880,0.1218,10.49127422,11.1,707,6449.958333,0,0,0
9180,0.1979,12.94800999,8.76,682,5009.958333,1,0,0
3055,0.1411,12.15477935,21.4,682,5430.0,2,0,0
9133,0.1253,11.60823564,5.05,707,6029.958333,6,0,0
9143,0.1442,10.27505111,1.61,697,1110.0,6,0,0
9157,0.1821,10.59563423,13.27,667,2550.0,9,0,1
5385,0.0894,10.30895266,12.56,802,4349.958333,0,0,0
2764,0.1379,10.96819829,11.07,707,3120.0,2,0,0
954,0.0945,10.81977828,3.12,762,2579.958333,1,0,0
714,0.1071,10.83958091,16.47,702,4530.041667,1,0,0
1180,0.1103,10.75790288,20.81,707,4350.0,1,0,0
5648,0.1531,10.72317927,14.7,682,3060.041667,1,0,0
4749,0.1148,11.01862914,17.35,762,8820.0,2,0,0
5783,0.0705,9.574983486,23.42,792,7980.0,1,0,0
8608,0.1475,10.49127422,15.87,642,2127.0,1,1,1
6527,0.1148,10.62132735,24.97,737,4140.041667,3,0,0
2853,0.1253,10.12647109,21.08,717,3299.958333,1,0,0
383,0.1078,9.308283446,19.15,692,2399.041667,2,0,1
6764,0.1461,9.574983486,4.92,682,1350.041667,1,0,0
6999,0.1322,10.71441777,15.17,677,3123.041667,0,0,0
2000,0.0963,11.55214618,9.63,777,6270.0,2,0,0
5305,0.1426,10.53209621,14.78,687,4110.0,3,0,0
3375,0.0963,10.95080655,20.74,777,6060.0,2,0,0
8917,0.16,11.15625052,0.93,702,721.0,1,0,0
7137,0.1273,11.05089001,15.26,727,5670.041667,2,0,0
7389,0.1459,10.59663473,22.86,692,5194.0,1,0,0
4091,0.1316,11.22524339,6.75,702,5100.0,0,0,0
1831,0.1221,10.97164063,16.04,707,3885.041667,1,0,0
776,0.0976,11.28978191,9.81,757,5549.958333,1,0,0
2877,0.0932,10.69194491,15.16,762,9300.0,0,0,0
7333,0.1348,10.49127422,14.77,682,2280.0,1,0,0
4114,0.1531,9.862665558,8.56,677,1920.0,0,1,0
2839,0.0932,10.75363848,5.05,792,5430.0,0,0,0
6932,0.0774,11.23056255,16.76,792,3900.041667,3,0,0
4991,0.16,11.00209984,6.78,672,4080.0,2,1,0
6642,0.0894,11.56171563,12.29,777,6964.0,0,0,0
7632,0.1496,10.08580911,22.8,682,5520.0,3,0,0
2180,0.1253,11.0744205,22.47,717,9780.0,0,0,0
4052,0.1411,10.81977828,21.58,667,3119.958333,2,0,0
5429,0.1253,10.645424900000002,22.74,702,3030.0,1,0,0
5296,0.1114,10.30895266,2.0,792,5369.958333,1,0,0
1418,0.1178,11.44035477,17.43,707,3899.958333,0,0,0
7045,0.1392,11.15625052,14.09,692,5340.041667,1,0,0
1874,0.1221,9.998797732,22.8,692,5310.041667,0,0,0
4138,0.1392,10.81977828,13.9,677,5460.0,0,0,1
3471,0.1189,10.71441777,13.73,737,7139.958333,0,0,0
553,0.1166,11.51292546,18.88,722,1949.0416670000002,0,0,0
1237,0.1096,10.96819829,15.43,707,2550.0,2,0,0
3684,0.1126,11.62625415,16.29,717,5999.958333,0,0,0
3917,0.1287,10.81977828,16.06,692,2940.0,2,0,0
2972,0.1316,10.34174248,13.16,757,6450.0,2,0,0
64,0.0807,11.49272276,8.52,752,4979.958333,0,1,0
3029,0.1379,10.81977828,16.0,707,3210.0,2,0,0
3113,0.1189,11.184421400000002,0.25,767,7409.958333,2,0,0
147,0.0807,10.79957558,9.89,772,9870.0,0,0,0
6150,0.1253,10.30768519,19.22,692,1950.0416670000002,0,0,0
5672,0.1148,11.28978191,14.31,737,7170.0,0,0,0
3373,0.1095,11.28983191,12.4,762,3065.958333,1,0,0
2812,0.1568,11.15625052,14.97,662,12539.95833,0,0,1
6131,0.1114,10.19351188,21.32,717,3331.041667,0,0,0
3837,0.1253,10.30895266,0.0,697,1860.0,1,1,1
6437,0.1218,10.93310697,6.36,732,3660.0,2,0,0
108,0.1249,10.04324949,5.01,662,1110.0,3,0,0
7261,0.1385,11.22524339,22.18,697,3210.041667,3,0,1
2358,0.1221,11.112447900000001,11.77,742,5129.958333,1,0,0
4772,0.1148,10.59663473,10.32,737,6630.0,0,0,0
8382,0.1071,10.54534144,3.85,687,810.0,0,0,0
4293,0.1253,11.72803684,1.61,772,3449.958333,4,0,1
3391,0.1158,10.76308094,23.7,712,3330.0,1,0,1
500,0.08,11.52682837,3.19,777,8370.0,1,0,0
9007,0.1347,10.96280446,22.32,717,3359.958333,5,0,0
1542,0.1399,10.83981618,13.81,672,3060.041667,0,0,0
39,0.0933,12.10071213,11.93,717,4498.958333,1,0,0
4879,0.1253,10.91508846,21.23,697,5399.958333,0,0,0
3287,0.1316,12.388394199999999,0.94,742,8459.958333,2,0,0
2227,0.1221,10.15019137,8.25,767,1860.0,1,0,0
5631,0.1218,10.69194491,17.4,717,6390.0,0,0,0
2703,0.08,11.30220443,9.87,782,5730.0,0,0,0
6857,0.0859,11.35040654,8.03,787,5250.041667,2,0,0
8617,0.1387,11.04764666,24.59,687,3089.958333,7,0,0
5430,0.1253,10.30895266,16.08,712,3629.958333,1,0,1
9159,0.1284,10.75790288,14.17,687,3389.958333,4,0,0
2863,0.1379,11.28978191,0.09,697,2853.0,0,1,0
4997,0.0859,11.00209984,22.54,727,4500.0,0,0,0
715,0.1008,10.89635036,0.0,762,6420.041667,1,0,0
3025,0.0932,10.858999,22.83,757,5010.0,3,0,0
2982,0.0963,10.63933496,19.58,717,8340.0,1,0,0
4802,0.1531,10.76840078,3.79,672,3030.0,3,0,1
6580,0.1148,11.77528973,23.43,792,4205.041667,1,0,0
7132,0.1273,11.81303006,7.91,747,6316.041667,1,0,0
4382,0.1392,11.184421400000002,17.65,667,3960.0,0,0,0
1522,0.1083,10.96819829,14.38,737,4050.041667,0,1,0
1876,0.1221,11.15619338,6.58,707,3690.0,2,1,0
6687,0.1739,11.75194237,15.0,672,9720.041667,0,3,0
8748,0.1191,11.05673006,13.9,687,2339.958333,4,0,0
8501,0.1576,10.77895629,25.4,677,1980.0,8,0,1
4689,0.0859,10.56617553,24.71,772,3990.0,2,0,0
122,0.0743,11.35040654,2.64,782,9210.0,0,0,0
7007,0.1913,11.28978191,0.38,667,8370.0,2,1,0
3789,0.1884,11.73606902,19.3,707,6809.958333,2,0,0
5465,0.1461,11.65268741,13.36,677,4349.958333,2,0,1
3037,0.1726,11.17717297,11.65,667,4799.958333,0,2,0
7144,0.1062,10.49127422,22.43,722,2790.041667,0,0,1
4961,0.0859,11.8277654,12.15,737,6600.0,3,0,1
4196,0.1392,11.33857208,20.03,707,9359.958333,1,0,0
8675,0.0832,10.73639668,0.65,732,809.9583332999999,1,0,0
7685,0.0714,10.81977828,22.13,772,5430.041667,0,0,0
6301,0.1287,11.51292546,21.28,717,5670.041667,1,0,0
41,0.0743,11.69524702,2.29,777,3540.0,0,0,0
1383,0.1146,10.34817337,13.73,692,2069.958333,0,0,1
5225,0.1357,11.36789969,3.27,722,5610.0,0,0,1
491,0.0976,10.22557105,17.78,717,1830.0,2,0,0
1462,0.1178,10.80576049,17.67,722,3599.958333,1,0,0
551,0.1134,10.51867319,24.31,742,4710.0,2,0,0
8577,0.1229,10.91508846,9.1,667,3480.0,12,0,1
6101,0.1253,11.60827201,10.97,732,5611.041667,1,0,0
5696,0.1635,11.00209984,3.16,667,2880.0,1,0,1
2633,0.1221,11.91839057,17.84,752,8069.958333,1,0,0
7214,0.0788,10.74720759,10.3,777,4592.041667,0,0,0
1751,0.1568,11.05089001,7.03,667,2250.041667,0,0,1
5699,0.1392,11.39751461,16.51,692,5790.0,0,5,0
5435,0.1392,10.30895266,20.16,697,1409.958333,1,0,1
1596,0.102,10.69194491,14.37,732,2610.041667,0,0,0
8797,0.1191,11.00209984,21.82,712,3274.0,4,0,1
3988,0.1537,10.71441777,15.84,662,3210.0,0,0,0
8690,0.1513,11.22524339,17.76,647,5850.0,0,0,0
8735,0.0863,10.43399815,0.71,717,599.9583332999999,0,0,0
